uniqid,pid_filter,dem_ex_1,dem_ex_2,dem_ex_3,rep_ex_1,rep_ex_2,rep_ex_3,gender,state,age,educ,race,hispanic,pship,pship_text,dem_branch,rep_branch,ind_branch,demlead4,replead4,libcon_1,libcon_2,libcon_3,libcon_4,libcon_5,libcon_6,media1_1,media1_2,media1_3,media1_4,media1_5,media1_6,media1_7,media1_9,media1_10,media1_11,media1_12,media1_13,media1_14,media1_15,media1_16,media2_1,media2_2,media2_3,media2_4,media2_5,media2_6,media2_7,media2_8,media2_9,media2_10,media2_11,media2_12,media2_13,pidimp,piddesc,pidwe,pidid,pidid1,ideo,pid7,pid3,name,recall_party,recall_order,recall_rating,cfscore,dwnom1,dwnom2,cfscoresdyn,Male,Age18_29,Age30_49,White,College_grad,Democrat,Republican,agenum,exec,gov,leg,legleader
R_3rwwmRX8SKZ5rdH,Dem,barack obama,hillary clinton,john kerry,ronald reagan,mitt romney,ron cuccinelli,Female,Virginia,30-49,Some college,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,John F. Kennedy,John McCain,2.8,4.4000001,3.7,7,3.9000001,6.1999998,,,,,,,,,,,,,,The Daily Show with Jon Stewart,,,,,,Ellen DeGeneres Show,,,,,,,,,Very important,Very well,Some of the time,Somewhat,,Liberal,1,Democrat,ronald reagan,rep,1,4.4000001,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,1,1,0,1,0,39.5,1,0,0,0
R_5d2Z8UGHQz6PfVP,Dem,pres. obama,pres. carter,pres. clinton,reagan,bush,nixon,Female,New York,50+,Some college,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,John F. Kennedy,John Boehner,1,6,1.5,6.8000002,1.4,7,,ABS News Nightline,,Today Show,,,,,,,,,,,,,,,None of these,,,,,,,,,,Very important,Extremely well,Some of the time,Somewhat,,Liberal,2,Democrat,ronald reagan,rep,1,6,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,0,1,0,1,0,60,1,0,0,0
R_0fkCwAbDHjsmaJD,Rep,barack obama,joe biden,bill clinton,george w. bush,ronald reagan,george h. bush,Female,Virginia,30-49,Bachelor's degree,White/Caucasian,FALSE,Independent,,,,Closer to Republican,Hillary Clinton,Mitt Romney,2,6,2.5,5.6999998,2,6,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Extremely important,Very well,Rarely,Very little,,I don't think in these terms,5,Republican,ronald reagan,rep,2,5.6999998,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,1,1,1,0,1,39.5,1,0,0,0
R_bPWLVoJjnr3U1QV,Dem,barack obama,bill clinton,john f kennedy,george bush,ronald regan,richard nixon,Female,Texas,30-49,Some college,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,Hillary Clinton,John Boehner,1,6.0999999,2,7,1,7,,,,,NBC Nightly News,,,Good Morning America,,,CNN Headline News / Newsroom,,,,,,,,None of these,,,,,,,,,,Extremely important,Extremely well,All of the time,A great deal,,Liberal,1,Democrat,ronald reagan,rep,2,7,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,1,1,0,1,0,39.5,1,0,0,0
R_5pcrdodjjAcdUxL,Rep,barack obama,harry reid,nancy pelosi,ronald reagan,george h w bush,abraham lincoln,Male,New Jersey,50+,Bachelor's degree,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,Hillary Clinton,Chris Christie,1,6.3000002,1,5.5,1.9,5.5,,,ABC World News,,,,,,,,,,,,,,,,,,,Fox and Friends,,,,,,,Very important,Very well,Most of the time,Somewhat,,Moderate,6,Republican,ronald reagan,rep,1,6.3000002,1.0126801,0.693000019,-0.721000016,1.0049429,1,0,0,1,1,0,1,60,1,0,0,0
R_egQDHmtKYOUQocZ,Dem,barack obama,hillary clinton,harry reid,george w bush,john boehner,ronald reagan,Male,Ohio,50+,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,John F. Kennedy,Mitt Romney,2.5999999,6.5,2.4000001,6.5,3,5.6999998,,,ABC World News,Today Show,NBC Nightly News,The NewsHour with Jim Lehrer,,Good Morning America,,,,,,,,60 Minutes,,,,,,,,Frontline,,,,,Very important,Extremely well,Some of the time,A great deal,,Liberal,1,Democrat,ronald reagan,rep,3,5.6999998,1.0126801,0.693000019,-0.721000016,1.0049429,1,0,0,1,1,1,0,60,1,0,0,0
R_eXlNfoTCceGFU6V,Dem,obama,clinton,john conyers,reagan ,ford,bush,Female,Ohio,30-49,Some college,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,Hillary Clinton,Sarah Palin,5.9000001,2.9000001,4.8000002,3.2,3.8,4.6999998,,,,,,,,,,,,,,,None of these,,,,,,,,Fox News,,,,,,Not important at all,Not at all,Rarely,Not at all,,I don't think in these terms,2,Democrat,ronald reagan,rep,1,2.9000001,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,1,1,0,1,0,39.5,1,0,0,0
R_5AsrNOKr2Ki6lYp,Dem,barack obama,hilary clinton,bill clinton,george bush,abraham lincoln,ronald reagan,Male,North Dakota,30-49,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,Joseph Biden,John Boehner,2.4000001,7,2.5,3.7,2,7,,,,,NBC Nightly News,The NewsHour with Jim Lehrer,,Good Morning America,CBS Evening News,,,,,The Daily Show with Jon Stewart,,60 Minutes,,,,,Face the Nation,,,Frontline,,,,,Not very important,Not very well,Rarely,Very little,,Moderate,2,Democrat,ronald reagan,rep,3,7,1.0126801,0.693000019,-0.721000016,1.0049429,1,0,1,1,1,1,0,39.5,1,0,0,0
R_265XNU5cOYiMjKl,Rep,barack obama,harry reid,nancy pelosi,john boehner,ronald reagan,chris christie,Male,Florida,30-49,Advanced degree,White/Caucasian,FALSE,Republican,,,Strong Republican,,John F. Kennedy,Eric Cantor,1.1,6,1.2,6.4000001,2.2,6.1999998,,,,,,,,,,,,,,,None of these,,,The O'Reilly Factor,,,,,,,,,,,Extremely important,Extremely well,Some of the time,A great deal,,Conservative,7,Republican,ronald reagan,rep,2,6.4000001,1.0126801,0.693000019,-0.721000016,1.0049429,1,0,1,1,1,0,1,39.5,1,0,0,0
R_6FE1cSteI53lOa9,Rep,orin hatch,president obama,joe biden,mitt romney,george bush,ronald reagan,Female,Utah,30-49,Bachelor's degree,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,Hillary Clinton,John McCain,3.4000001,5.5999999,2.7,6.0999999,2.2,6.4000001,,,,,,,,,,,,,,,None of these,60 Minutes,,,,Ellen DeGeneres Show,,,,,,,,,Not very important,Not very well,Never,Very little,,Moderate,6,Republican,ronald reagan,rep,3,6.4000001,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,1,1,1,0,1,39.5,1,0,0,0
R_9ThR3pFk3211d1H,Rep,obama,joe beiden,clinton,reagan,george bush,george w bush,Female,Tennessee,30-49,Some college,White/Caucasian,FALSE,Independent,,,,Closer to Republican,Hillary Clinton,John McCain,2,6.3000002,2.2,5.8000002,2.5,7,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Extremely important,Very well,Rarely,Somewhat,,Moderate,5,Republican,ronald reagan,rep,1,6.3000002,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,1,1,0,0,1,39.5,1,0,0,0
R_ddoZEP7RhmB1e2F,Dem,obama,john kennedy,biden,reagan,bush 2,nixon,Female,Georgia,50+,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,Bill Clinton,Chris Christie,1.6,5.0999999,2.2,6.3000002,2.0999999,5.1999998,,,,,,,,,,,CNN Headline News / Newsroom,,,,,,,,None of these,,,,,,,,,,Not very important,Not very well,Rarely,Very little,,Liberal,2,Democrat,ronald reagan,rep,1,5.0999999,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,0,1,1,1,0,60,1,0,0,0
R_8p3aq0fPZMwdrdX,Dem,obama,stevenson,kennedy,mccain,reagan,bush,Female,South Dakota,50+,Bachelor's degree,White/Caucasian,FALSE,Independent,,,,Closer to Democratic,Hillary Clinton,Mitt Romney,5,6,4.8000002,3,3.8,5.4000001,,,ABC World News,,,,BET News,,,,CNN Headline News / Newsroom,,,,,60 Minutes,,,,,Face the Nation,,,,,,,,Very important,Very well,Most of the time,Somewhat,,Moderate,3,Democrat,ronald reagan,rep,2,3,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,0,1,1,1,0,60,1,0,0,0
R_b8vHwzUb3927n7f,Dem,barack obama,hillary clinton,joe biden,john boehner,george bush,ronald reagan,Female,Illinois,30-49,Some college,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,Bill Clinton,Mitt Romney,2.5,7,1.6,6,1.6,6.4000001,,,,Today Show,,,,,,,,,,,,,,,None of these,,,,,,,,,,Very important,Very well,All of the time,Somewhat,,Liberal,1,Democrat,ronald reagan,rep,3,6.4000001,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,1,1,0,1,0,39.5,1,0,0,0
R_enDfHInAq9JlBBj,Rep,barack obama,bill clinton,nancy pelosi,barry goldwater,ronald reagan,rand paul,Male,Vermont,18-29,Some college,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,Harry Reid,John Boehner,2,6,3.5,5.5,1.5,5,,,ABC World News,,NBC Nightly News,,,,CBS Evening News,,CNN Headline News / Newsroom,,,,,60 Minutes,,The O'Reilly Factor,,,Face the Nation,,,Frontline,Hannity with Sean Hannity,,,,Very important,Not very well,Some of the time,Somewhat,,Conservative,6,Republican,ronald reagan,rep,2,5.5,1.0126801,0.693000019,-0.721000016,1.0049429,1,1,0,1,0,0,1,23.5,1,0,0,0
R_cZ39QuHG3BDYPM9,Dem,barack obama,bill clinton,john f kennedy,ronald regan,george w. bush,gerald ford,Female,Indiana,50+,Advanced degree,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,Joseph Biden,Mitt Romney,2,5.3000002,1.4,7,3.0999999,7,,,,,,,,,CBS Evening News,,,,,,,,,,None of these,,,,,,,,,,Not very important,Not very well,Rarely,Very little,,Liberal,2,Democrat,ronald reagan,rep,1,5.3000002,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,0,1,1,1,0,60,1,0,0,0
R_8eruwew5YPSX6mh,Ind,obama,kerry,,bush,bush jr.,reagan,Male,Oklahoma,18-29,Some college,White/Caucasian,FALSE,Independent,,,,Neither,Hillary Clinton,John McCain,2.8,6.0999999,2.4000001,6.6999998,1.3,6,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Very important,Very well,Never,Somewhat,,I don't think in these terms,4,Independent,ronald reagan,rep,3,6,1.0126801,0.693000019,-0.721000016,1.0049429,1,1,0,1,0,0,0,23.5,1,0,0,0
R_2uI4l71XfIvKbA1,Ind,bill clinton,obama,hillary clinton,reagan,george bush,george bush jr,Female,Arizona,18-29,Some college,More than one race,FALSE,Independent,,,,Neither,Al Gore,Chris Christie,2,5.9000001,2,6.0999999,6.0999999,6,,,,,NBC Nightly News,,,,,,,,,,,60 Minutes,,,,,,,,,,,,,Very important,Very well,Most of the time,Somewhat,,Moderate,4,Independent,ronald reagan,rep,1,5.9000001,1.0126801,0.693000019,-0.721000016,1.0049429,0,1,0,0,0,0,0,23.5,1,0,0,0
R_7V7e78fspMGHrdb,Rep,bill clinton,obama,hillary clinton,george bush,ronald reagan,mitt romney,Female,New York,30-49,Advanced degree,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,Al Gore,Chris Christie,3,6,1,6,3.8,6,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Not very important,Very well,Some of the time,Somewhat,,Conservative,6,Republican,ronald reagan,rep,2,6,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,1,1,1,0,1,39.5,1,0,0,0
R_e3OW89YNyB5NmHX,Rep,obama,bill clinton,hillary clinton,theodore roosevelt,eisenhower,reagan,Female,Mississippi,50+,Bachelor's degree,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,Ted Kennedy,Mitt Romney,1,3.5999999,1,4,1,4.3000002,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Not very important,Not very well,Some of the time,Somewhat,,Moderate,6,Republican,ronald reagan,rep,3,4.3000002,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,0,1,1,0,1,60,1,0,0,0
R_b6ZDuA7UzsfWMFn,Dem,obama,clinton,clinton,bush,bush junior,reagan,Male,Oklahoma,30-49,Bachelor's degree,More than one race,TRUE,Democrat,,Not very strong Democrat,,,Barack Obama,Ronald Reagan,2.5,6.9000001,2.4000001,6.9000001,3,7,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Not very important,Not very well,Never,Very little,,Liberal,2,Democrat,ronald reagan,rep,3,7,1.0126801,0.693000019,-0.721000016,1.0049429,1,0,1,0,1,1,0,39.5,1,0,0,0
R_06vZgmJq8jtjZGJ,Rep,barrack obama,bill clinton,nancy pelosi,george w. bush,john boehner,ronald regan,Male,Minnesota,30-49,Some college,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,Harry Reid,Rand Paul,1,6.6999998,1,4.3000002,1,6.6999998,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Not very important,Not very well,Some of the time,Very little,,Moderate,6,Republican,ronald reagan,rep,3,6.6999998,1.0126801,0.693000019,-0.721000016,1.0049429,1,0,1,1,0,0,1,39.5,1,0,0,0
R_77cG4bpAUjDk72t,Dem,barack obama,joe biden,john kerry,george w bush,george h w bush,ronald regan,Male,Oregon,30-49,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,Bill Clinton,John McCain,3,6,3,6,2.5999999,5.6999998,The Simpsons,,,,NBC Nightly News,,,,CBS Evening News,,,The Tonight Show with Jay Leno,,The Daily Show with Jon Stewart,,60 Minutes,The Late Show with David Letterman,,,,,,,,,,,,Very important,Very well,Some of the time,Somewhat,,Moderate,2,Democrat,ronald reagan,rep,3,5.6999998,1.0126801,0.693000019,-0.721000016,1.0049429,1,0,1,1,1,1,0,39.5,1,0,0,0
R_3rNT3dl4KGCMMKx,Dem,president obama,joe biden,president clinton,chris christy,president reagen,john mccain,Female,Massachusetts,50+,Some college,White/Caucasian,FALSE,Independent,,,,Closer to Democratic,John F. Kennedy,George W. Bush,2.4000001,3.2,2,5,4.5,5.0999999,,,,Today Show,NBC Nightly News,,,,,,,,,,,60 Minutes,,,,,,,,,,,,,Extremely important,Extremely well,Never,Somewhat,,Liberal,3,Democrat,ronald reagan,rep,2,5,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,0,1,0,1,0,60,1,0,0,0
R_0qgeBm6QvZzNkxf,Rep,barak obama,joe biden ,nancy poliski,ronald reagan ,george bush ,george w. bush ,Female,Washington,30-49,Bachelor's degree,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,Nancy Pelosi,John Boehner,1,7,1,7,1,7,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Very important,Not very well,Some of the time,Somewhat,,I don't think in these terms,6,Republican,ronald reagan,rep,1,7,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,1,1,1,0,1,39.5,1,0,0,0
R_5AqIrF7sdLmA4eh,Dem,barack obama,bill clinton,hillary clinton,ronald reagan,george w. bush,dick cheney,Male,California,30-49,Bachelor's degree,Asian,FALSE,Democrat,,Not very strong Democrat,,,Al Gore,John Boehner,3.5,5.1999998,2.9000001,6,3.5,6.1999998,The Simpsons,,,,,,,,,,,,,,,,,,None of these,,,,,,,,,,Not very important,Not very well,Rarely,Very little,,Liberal,2,Democrat,ronald reagan,rep,1,5.1999998,1.0126801,0.693000019,-0.721000016,1.0049429,1,0,1,0,1,1,0,39.5,1,0,0,0
R_6zlFJFrcMjc2R49,Rep,clinton,carter,obama,reagan,bush,bush,Female,Virginia,50+,Some college,White/Caucasian,TRUE,Republican,,,Strong Republican,,Joseph Biden,John McCain,4.3000002,6.0999999,4.0999999,5.9000001,6.0999999,6.1999998,,ABS News Nightline,,,NBC Nightly News,,,Good Morning America,,,,,America This Morning,,,,,The O'Reilly Factor,,,,,Fox News,,,,,The Early Show,Very important,Very well,Some of the time,Somewhat,,Conservative,7,Republican,ronald reagan,rep,1,6.0999999,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,0,1,0,0,1,60,1,0,0,0
R_2a9I1dBPa5uEaVL,Rep,barack obama,nancy pelosi,harry reid,ronald reagan,jon huntsman,,Male,Arizona,50+,Advanced degree,White/Caucasian,FALSE,Other party (please specify below),tea party,,,Closer to Republican,,Ted Cruz,1,7,1,2.3,1,7,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Extremely important,Not at all,Some of the time,,A great deal,Conservative,5,Republican,ronald reagan,rep,1,7,1.0126801,0.693000019,-0.721000016,1.0049429,1,0,0,1,1,0,1,60,1,0,0,0
R_9B3zrwg2HA51aTz,Dem,bill clinton,jimmy carter,barack obama,george w. bush,george h. w. bush,ronald reagan,Male,California,18-29,Some college,White/Caucasian,TRUE,Other party (please specify below),Libertarian,,,Closer to Democratic,Al Gore,Rand Paul,3,6,3,6,4,1,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Not very important,Not very well,Never,,Somewhat,Liberal,3,Democrat,ronald reagan,rep,3,1,1.0126801,0.693000019,-0.721000016,1.0049429,1,1,0,1,0,1,0,23.5,1,0,0,0
R_8tQ6LhkGPJK3sfH,Rep,bill clinton,jimmy carter,jean shaheen,ronald reagan,george bush,sarah palin,Female,New Hampshire,50+,Some college,White/Caucasian,FALSE,Independent,,,,Closer to Republican,John F. Kennedy,Mitt Romney,1.6,6.5999999,2.9000001,6,4.0999999,6.0999999,,,,,NBC Nightly News,,,Good Morning America,CBS Evening News,,,,,,,,,The O'Reilly Factor,,,,,Fox News,,,,,,Very important,Very well,Some of the time,Somewhat,,Conservative,5,Republican,ronald reagan,rep,1,6.5999999,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,0,1,0,0,1,60,1,0,0,0
R_6ogEgOO9Bz2IC1L,Rep,bill clinton,hillary cllinton,harry truman,ronald reagan,george bush,mitt romney,Female,Washington,50+,Some college,White/Caucasian,FALSE,Independent,,,,Closer to Republican,John F. Kennedy,Jeb Bush,1,6,1,5,4,5,,,,,,,,,,,,,,,None of these,60 Minutes,,The O'Reilly Factor,,,,,Fox News,,,,,,Very important,Very well,Some of the time,Somewhat,,Conservative,5,Republican,ronald reagan,rep,1,6,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,0,1,0,0,1,60,1,0,0,0
R_e4l8Kn7Yty1fNnT,Dem,barack obama,nancy pelosi,harry reid,john boehner,eric cantor,ronald reagan,Female,Tennessee,50+,Some college,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,John F. Kennedy,Paul Ryan,2,6.4000001,2.4000001,6.0999999,2,1.8,The Simpsons,ABS News Nightline,ABC World News,Today Show,,,,,,,,,,,,60 Minutes,,,,Ellen DeGeneres Show,,,,,,,,,Very important,Very well,Most of the time,A great deal,,Liberal,1,Democrat,ronald reagan,rep,3,1.8,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,0,1,0,1,0,60,1,0,0,0
R_8qOJZcPpf4XpK7j,Dem,obama,clinton,clintony,romney,reagan,none,Male,Nevada,18-29,High school degree or equivalent,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,Barack Obama,Mitt Romney,1.5,6.9000001,1.2,6.9000001,1.4,6.5999999,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Very important,Extremely well,Rarely,Somewhat,,Liberal,1,Democrat,ronald reagan,rep,2,6.9000001,1.0126801,0.693000019,-0.721000016,1.0049429,1,1,0,1,0,1,0,23.5,1,0,0,0
R_cMAoVjOW4VLuPmB,Dem,bill clinton,barack obama,al gore,"george bush, senior",ronald regan,george w. bush,Male,California,30-49,Bachelor's degree,More than one race,TRUE,Democrat,,Not very strong Democrat,,,Hillary Clinton,John McCain,2,6,2,5,2,6,The Simpsons,,,,,,,,,,,The Tonight Show with Jay Leno,,,,,,,,Ellen DeGeneres Show,,,Fox News,,,,,,Very important,Very well,Some of the time,Very little,,Liberal,2,Democrat,ronald reagan,rep,2,5,1.0126801,0.693000019,-0.721000016,1.0049429,1,0,1,0,1,1,0,39.5,1,0,0,0
R_d5dbmrakYIIlBwV,Rep,barach obama,hillary clinton,nancy pelosi,george bush,ronald reagan,mitt romney,Female,Florida,18-29,Some college,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,Bill Clinton,Sarah Palin,1,6,2,7,2,6,,,ABC World News,Today Show,,,,Good Morning America,CBS Evening News,CBS Morning News,,The Tonight Show with Jay Leno,,The Daily Show with Jon Stewart,,,,,,Ellen DeGeneres Show,,Fox and Friends,Fox News,,,Hardball with Chris Matthews,,,Very important,Very well,Most of the time,A great deal,,Moderate,6,Republican,ronald reagan,rep,2,7,1.0126801,0.693000019,-0.721000016,1.0049429,0,1,0,1,0,0,1,23.5,1,0,0,0
R_3QpapwQHj8virS5,Dem,bill clinton,barack obama,al gore,ronald reagen,george bush,newt gingrich,Male,Georgia,30-49,Some college,Black/African American,FALSE,Independent,,,,Closer to Democratic,Hillary Clinton,John McCain,2,7,2,6,2,5,,,,,,,,,,,,,,The Daily Show with Jon Stewart,,60 Minutes,,,,,,,,,,,,,Very important,Very well,Some of the time,Somewhat,,Moderate,3,Democrat,ronald reagan,rep,1,7,1.0126801,0.693000019,-0.721000016,1.0049429,1,0,1,0,0,1,0,39.5,1,0,0,0
R_eS3IKpDuMXEyziJ,Rep,john f. kennedy,lyndon johnson,jimmy carter,reagan,george w. bush,nixon,Female,Texas,50+,High school degree or equivalent,White/Caucasian,FALSE,Independent,,,,Closer to Republican,Ted Kennedy,Jeb Bush,4.0999999,5.0999999,4.0999999,7,4.0999999,6,,,,,NBC Nightly News,,,,,,,,,,,,,,None of these,,,,,,,,,,Very important,Very well,Some of the time,A great deal,,Moderate,5,Republican,ronald reagan,rep,1,5.0999999,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,0,1,0,0,1,60,1,0,0,0
R_3y0WczbKZ8hVKst,Dem,jimmy carter,bill clinton,barack obama,ronald reagan,george w bush,"george bush, sr.",Female,North Carolina,50+,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,John F. Kennedy,Mitt Romney,2.2,5.4000001,2.9000001,5.5,2.5,6,,,ABC World News,,,The NewsHour with Jim Lehrer,,,,,,,,,,60 Minutes,,,,,,,,,,,,,Very important,Very well,Most of the time,Somewhat,,Liberal,1,Democrat,ronald reagan,rep,1,5.4000001,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,0,1,1,1,0,60,1,0,0,0
R_eJPgQaCriIvxgz3,Ind,franklin roosevelt,jimmy carter,bill clinton,abraham lincoln,ronald reagan,george bush,Male,Arizona,30-49,Bachelor's degree,White/Caucasian,FALSE,Independent,,,,Neither,John F. Kennedy,John McCain,3,4,1,5,4,4,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Not very important,Very well,Never,Very little,,I don't think in these terms,4,Independent,ronald reagan,rep,2,5,1.0126801,0.693000019,-0.721000016,1.0049429,1,0,1,1,1,0,0,39.5,1,0,0,0
R_3fr45Bv9uCKNHZr,Rep,barack obama,hillary clinton,bill clinton,mitt romney,george bush,ronald reagan,Male,Nevada,18-29,Bachelor's degree,White/Caucasian,FALSE,Independent,,,,Closer to Republican,Harry Reid,John McCain,2,5.4000001,2.3,6,3,6.0999999,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Not very important,Not very well,Rarely,Very little,,Moderate,5,Republican,ronald reagan,rep,3,6.0999999,1.0126801,0.693000019,-0.721000016,1.0049429,1,1,0,1,1,0,1,23.5,1,0,0,0
R_eRNXJBAewNMKSR7,Rep,b. obama,joe biden,nancy pelosi,george w. bush,ronald reagan,john kasich,Female,Ohio,50+,Some college,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,Bill Clinton,Chris Christie,1,4,2,6,2,4,,,,,,,,,,,,,,,None of these,,,The O'Reilly Factor,,,,Fox and Friends,Fox News,,Hannity with Sean Hannity,,,,Extremely important,Very well,Rarely,A great deal,,Conservative,6,Republican,ronald reagan,rep,2,6,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,0,1,0,0,1,60,1,0,0,0
R_bmup3wvjpsm64Qd,Dem,obama,clinton,,george h. bush,ronald regan,george w. bush,Male,Florida,18-29,Some college,More than one race,TRUE,Other party (please specify below),Libertarian,,,Closer to Democratic,Franklin D. Roosevelt,Mitt Romney,2.5999999,5.9000001,1.5,6,2.8,5.5,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Not very important,Not very well,Never,,Very little,Moderate,3,Democrat,ronald reagan,rep,2,6,1.0126801,0.693000019,-0.721000016,1.0049429,1,1,0,0,0,1,0,23.5,1,0,0,0
R_0IH1Kw1lmTLJ8Xj,Rep,obama,clinton,kennedy,w. bush,regon,romey,Female,Wisconsin,30-49,Bachelor's degree,White/Caucasian,FALSE,Republican,,,Not very strong Republican,,Hillary Clinton,John McCain,1.9,6.0999999,1.5,6.0999999,2,5.5999999,,,,,NBC Nightly News,,,,,,,,,The Daily Show with Jon Stewart,,,,,None of these,,,,,,,,,,Not very important,Not very well,Rarely,Very little,,Liberal,6,Republican,ronald reagan,rep,2,6.0999999,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,1,1,1,0,1,39.5,1,0,0,0
R_1zaO295XWey6L0V,Dem,obama,jimmy carter,clinton,reagon,bush sr,bush jr,Female,Oregon,50+,Some college,White/Caucasian,FALSE,Democrat,,Not very strong Democrat,,,Hillary Clinton,Mitt Romney,3.8,6,3.9000001,6,3.9000001,6,,,,,,,,,,,,,,,None of these,,,,None of these,,,,,,,,,,Not very important,Very well,Most of the time,Somewhat,,Liberal,2,Democrat,ronald reagan,rep,1,6,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,0,1,0,1,0,60,1,0,0,0
R_9RmICihDS8LCvRj,Ind,barrak oboma,john kennedy,ted kennedy,john boehner,ronald reagan,john mccain,Female,Wisconsin,50+,Bachelor's degree,White/Caucasian,FALSE,Independent,,,,Neither,John Kerry,Chris Christie,1.3,6.3000002,1.3,6.0999999,4,4,,,,,,,,,,,CNN Headline News / Newsroom,,,,,,,,None of these,,,,,,,,,,Not very important,Not very well,Rarely,Very little,,Conservative,4,Independent,ronald reagan,rep,2,6.0999999,1.0126801,0.693000019,-0.721000016,1.0049429,0,0,0,1,1,0,0,60,1,0,0,0
R_8iEpQsc7NGCFyoR,Dem,pelosi,clinton ,reid,boener,rand paul,reagan ,Male,Illinois,30-49,Bachelor's degree,White/Caucasian,FALSE,Democrat,,Strong Democrat,,,Barack Obama,Sarah Palin,2,7,3.0999999,7,3,7,The Simpsons,,,,NBC Nightly News,,,,CBS Evening News,,,,,The Daily Show with Jon Stewart,,,,,,,Face the Nation,,,,,,,,Very important,Very well,Most of the time,A great deal,,Liberal,1,Democrat,ronald reagan,rep,3,7,1.0126801,0.693000019,-0.721000016,1.0049429,1,0,1,1,1,1,0,39.5,1,0,0,0
R_0pIAkLhegMVtvJr,Rep,harry reid,hillary clinton,bill clinton,ronald reagan,john boehner,george washington,Male,Washington,18-29,Some college,White/Caucasian,FALSE,Republican,,,Strong Republican,,Barack Obama,George W. Bush,1,7,1,5.1999998,1,6,,ABS News Nightline,ABC World News,,,,,Good Morning America,,,,,,,,,,The O'Reilly Factor,,,,,Fox News,,,,,,Extremely important,Extremely well,Most of the time,A great deal,,Conservative,7,Republican,ronald reagan,rep,1,7,1.0126801,0.693000019,-0.721000016,1.0049429,1,1,0,1,0,0,1,23.5,1,0,0,0
